+-------+-----+------+-----+-----+-----+--------+---------------------------------------+-------+--------+----------+-------+--------+--------+--------+--------+------------+------------+-------------+------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                  URI                  |  MIN  |  MAX   |   SUM    |  AVG  |  P90   |  P95   |  P99   | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)  | AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+---------------------------------------+-------+--------+----------+-------+--------+--------+--------+--------+------------+------------+-------------+------------+
| 60    | 0   | 0    | 0   | 60  | 0   | GET    | /api/app/nearby-chairs                | 7.999 | 10.056 | 585.802  | 9.763 | 10.024 | 10.036 | 10.056 | 0.580  | 0.000      | 0.000      | 0.000       | 0.000      |
| 31    | 0   | 1    | 0   | 30  | 0   | GET    | /api/owner/chairs                     | 0.672 | 10.008 | 299.923  | 9.675 | 10.008 | 10.008 | 10.008 | 1.645  | 0.000      | 19007.000  | 19007.000   | 613.129    |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/initialize                       | 5.852 | 5.852  | 5.852    | 5.852 | 5.852  | 5.852  | 5.852  | 0.000  | 17.000     | 17.000     | 17.000      | 17.000     |
| 10    | 0   | 10   | 0   | 0   | 0   | POST   | /api/app/payment-methods              | 1.024 | 1.216  | 11.152   | 1.115 | 1.176  | 1.216  | 1.216  | 0.057  | 0.000      | 0.000      | 0.000       | 0.000      |
| 20    | 0   | 20   | 0   | 0   | 0   | POST   | /api/chair/activity                   | 0.052 | 1.752  | 14.456   | 0.723 | 1.248  | 1.752  | 1.752  | 0.511  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/owner/sales?                     | 0.632 | 0.632  | 0.632    | 0.632 | 0.632  | 0.632  | 0.632  | 0.000  | 9190.000   | 9190.000   | 9190.000    | 9190.000   |
| 20    | 0   | 20   | 0   | 0   | 0   | POST   | /api/chair/coordinate                 | 0.060 | 1.188  | 10.240   | 0.512 | 1.048  | 1.092  | 1.188  | 0.374  | 29.000     | 29.000     | 580.000     | 29.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/owner/sales                      | 0.452 | 0.452  | 0.452    | 0.452 | 0.452  | 0.452  | 0.452  | 0.000  | 9017.000   | 9017.000   | 9017.000    | 9017.000   |
| 63    | 0   | 63   | 0   | 0   | 0   | GET    | /api/app/rides                        | 0.004 | 0.616  | 16.632   | 0.264 | 0.464  | 0.500  | 0.616  | 0.138  | 12.000     | 2158.000   | 4654.000    | 73.873     |
| 5833  | 0   | 5815 | 0   | 18  | 0   | GET    | /api/chair/notification               | 0.004 | 1.176  | 1063.741 | 0.182 | 0.316  | 0.372  | 0.544  | 0.114  | 0.000      | 33.000     | 191895.000  | 32.898     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /images/top-bg.png                    | 0.027 | 0.027  | 0.027    | 0.027 | 0.027  | 0.027  | 0.027  | 0.000  | 549793.000 | 549793.000 | 549793.000  | 549793.000 |
| 10    | 0   | 10   | 0   | 0   | 0   | POST   | /api/app/users                        | 0.012 | 0.020  | 0.156    | 0.016 | 0.020  | 0.020  | 0.020  | 0.003  | 86.000     | 86.000     | 860.000     | 86.000     |
