+-------+-----+------+-----+-----+-----+--------+----------------------------------------------------+-------+--------+----------+-------+--------+--------+--------+--------+------------+------------+-------------+------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                        URI                         |  MIN  |  MAX   |   SUM    |  AVG  |  P90   |  P95   |  P99   | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)  | AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+----------------------------------------------------+-------+--------+----------+-------+--------+--------+--------+--------+------------+------------+-------------+------------+
| 31    | 0   | 1    | 0   | 30  | 0   | GET    | /api/owner/chairs                                  | 0.740 | 10.020 | 299.856  | 9.673 | 10.008 | 10.008 | 10.020 | 1.632  | 0.000      | 18992.000  | 18992.000   | 612.645    |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/initialize                                    | 9.192 | 9.192  | 9.192    | 9.192 | 9.192  | 9.192  | 9.192  | 0.000  | 17.000     | 17.000     | 17.000      | 17.000     |
| 11    | 0   | 11   | 0   | 0   | 0   | GET    | /api/app/nearby-chairs                             | 2.208 | 3.812  | 33.988   | 3.090 | 3.456  | 3.812  | 3.812  | 0.450  | 42.000     | 890.000    | 3878.000    | 352.545    |
| 646   | 0   | 636  | 0   | 10  | 0   | GET    | /api/app/notification                              | 0.048 | 1.976  | 563.120  | 0.872 | 1.304  | 1.444  | 1.776  | 0.340  | 0.000      | 424.000    | 256564.000  | 397.158    |
| 10    | 0   | 10   | 0   | 0   | 0   | POST   | /api/app/rides                                     | 0.460 | 1.036  | 7.700    | 0.770 | 0.968  | 1.036  | 1.036  | 0.173  | 51.000     | 52.000     | 517.000     | 51.700     |
| 772   | 0   | 772  | 0   | 0   | 0   | POST   | /api/chair/coordinate                              | 0.036 | 1.828  | 507.984  | 0.658 | 1.024  | 1.176  | 1.428  | 0.272  | 29.000     | 29.000     | 22388.000   | 29.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFC37NAGKRMVBCVK2ZGJYKH/status | 0.596 | 0.596  | 0.596    | 0.596 | 0.596  | 0.596  | 0.596  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFC37HW7JJAAAQPQSV8GRGB/status | 0.544 | 0.544  | 0.544    | 0.544 | 0.544  | 0.544  | 0.544  | 0.000  | 0.000      | 0.000      | 0.000       | 0.000      |
| 2     | 0   | 2    | 0   | 0   | 0   | POST   | /api/chair/rides/01JXFC383VEPRZNJ02B1TFBNCM/status | 0.400 | 0.608  | 1.008    | 0.504 | 0.608  | 0.608  | 0.608  | 0.104  | 0.000      | 0.000      | 0.000       | 0.000      |
